mean_throughput_time,std_throughput_time,median_throughput_time,min_throughput_time,max_throughput_time,blocking_probability,num_blocking_events,theatre_blocked_time,theatre_blocked_fraction,all_recovery_busy_probability,num_patients_completed,num_patients_arrived,mean_wait_prep,max_wait_prep,mean_wait_operation,max_wait_operation,mean_wait_recovery,max_wait_recovery,mean_prep_queue,max_prep_queue,mean_prep_utilization,mean_theatre_queue,max_theatre_queue,mean_theatre_utilization,mean_recovery_queue,max_recovery_queue,mean_recovery_utilization,replication_id,mean_blocking_duration,max_blocking_duration
92.97646593013978,49.768867961920144,89.10227657380122,20.71422730440605,186.28421090403987,0.0,0,0.0,0.0,0.0,18,32,0.0,0.0,7.625727688450414,75.88575208899158,0.0,0.0,0.0,0,0.2974683544303797,0.45569620253164556,4,0.4936708860759494,0.0,0,0.16202531645569618,0,,
138.6538193854971,86.03723864533085,138.6558055098991,20.641478541111496,317.25554622320055,0.06060606060606061,2,0.0,0.0,0.0,33,41,0.30607123242292333,5.334919856083275,37.55724688680681,212.7607507113824,0.0,0.0,0.02531645569620253,1,0.4272151898734177,1.5822784810126582,6,0.7974683544303798,0.0,0,0.34683544303797464,1,0.0,0.0
168.81615552127937,85.14118282119384,146.17182683442303,23.06395444285397,330.33814556815213,0.15384615384615385,6,13.673945532193557,0.017092431915241946,0.08860759493670886,39,44,0.7680129955515994,14.618963351110722,74.93213234499606,198.60145123127785,0.35061398800496296,8.012885731799201,0.0379746835443038,2,0.37658227848101267,2.8860759493670884,9,0.8607594936708861,0.012658227848101266,1,0.3569620253164556,2,2.2789909220322593,8.012885731799201
111.34301684777677,42.92084512942061,108.63651927611343,48.49258578977492,231.48887723129803,0.037037037037037035,1,0.0,0.0,0.0,27,34,5.204036272105346,39.08999977362498,8.522142630776761,51.60760114663367,0.0,0.0,0.17721518987341772,2,0.41455696202531644,0.3670886075949367,2,0.620253164556962,0.0,0,0.19493670886075953,3,0.0,0.0
139.56660271381827,86.71131688593458,98.48957458501553,22.410966521912428,295.90692970879553,0.0,0,0.0,0.0,0.0,31,50,4.111253107845832,51.2227003554151,49.489487715497695,153.26726907724856,0.0,0.0,1.1772151898734178,7,0.560126582278481,2.6962025316455698,8,0.7341772151898734,0.0,0,0.27088607594936703,4,,
160.15810050136392,87.86122789031539,153.16827249208325,46.54788503694965,400.8305398667144,0.15625,5,0.0,0.0,0.02531645569620253,32,41,0.7758184160303685,24.826189312971792,58.24943526760414,173.2885476032087,0.0,0.0,0.0379746835443038,1,0.5063291139240507,2.4683544303797467,8,0.810126582278481,0.0,0,0.2860759493670885,5,0.0,0.0
130.33633288643497,70.5365654494925,122.24097333327012,25.439279012437623,384.9611900937375,0.0,0,0.0,0.0,0.0,34,47,0.04758926149876221,1.6180348909579152,34.43475372262618,96.57654744791489,0.0,0.0,0.0,0,0.45569620253164556,1.8354430379746836,6,0.8607594936708861,0.0,0,0.3037974683544304,6,,
132.40092536544913,59.66100906584872,119.15382480506128,29.72092765124603,302.71966331683336,0.0,0,0.0,0.0,0.0,33,45,0.10365165979687742,3.228876387828791,28.66886217537014,63.72434899669267,0.0,0.0,0.012658227848101266,1,0.4272151898734177,1.2531645569620253,4,0.8734177215189873,0.0,0,0.359493670886076,7,,
111.85210160759266,60.555170200052835,93.05453528876505,37.19429002327513,254.50045194866797,0.03571428571428571,1,0.0,0.0,0.0,28,36,0.1212722583597505,3.3200186652577486,13.226905246753201,50.030449409002244,0.0,0.0,0.012658227848101266,1,0.3639240506329114,0.6708860759493671,3,0.5569620253164557,0.0,0,0.3291139240506329,8,0.0,0.0
144.51887271520198,73.01009152428568,113.71569964391978,48.71702662401083,332.8394397134598,0.0,0,0.0,0.0,0.0,21,28,1.316579594240065,27.648171479041366,21.611487458728252,104.44566306272179,0.0,0.0,0.0379746835443038,1,0.3037974683544304,0.569620253164557,3,0.7088607594936709,0.0,0,0.25822784810126576,9,,
139.33561099497663,81.05323013765465,149.50564005414344,11.632121316976963,269.2188522850802,0.037037037037037035,1,0.0,0.0,0.0379746835443038,27,36,5.0519842213688655,51.0688963695103,42.540435795343285,153.85400190276266,0.0,0.0,0.16455696202531644,3,0.4208860759493671,1.8227848101265822,6,0.6582278481012658,0.0,0,0.28101265822784816,10,0.0,0.0
142.11678483573368,64.3230126601142,145.45078667493868,12.584902549021933,274.42957266521944,0.058823529411764705,2,0.0,0.0,0.0,34,41,1.703347927269814,32.83560157487767,50.16663629090234,138.35725148052455,0.0,0.0,0.08860759493670886,2,0.37658227848101267,2.392405063291139,7,0.759493670886076,0.0,0,0.30886075949367087,11,0.0,0.0
117.11724498790734,75.43462253096473,101.19505413476611,21.217524936626774,339.48026506621943,0.15151515151515152,5,18.659374258670994,0.023324217823338742,0.05063291139240506,33,41,3.9261696938754205,50.24294712729869,10.51080883488204,64.61959492697042,0.5654355835960907,10.238200879019303,0.1518987341772152,2,0.5189873417721519,0.4810126582278481,2,0.6329113924050633,0.02531645569620253,1,0.3417721518987341,12,3.7318748517341986,10.238200879019303
259.8482064604412,114.38218275952323,222.39083755679778,91.37592801242505,522.7286945477842,0.03125,1,18.892515677137567,0.02361564459642196,0.05063291139240506,32,46,0.37786604861293815,8.18475746217689,167.92230988511182,326.11504175959345,0.12954537810780664,4.1454520994498125,0.02531645569620253,1,0.39556962025316456,7.6835443037974684,11,1.0,0.012658227848101266,1,0.28354430379746837,13,4.1454520994498125,4.1454520994498125
116.14429480931439,71.67367209232644,87.47698614088483,41.94860093461918,330.64299294403406,0.02564102564102564,1,0.0,0.0,0.0,39,44,5.3050337536020535,52.99578845238068,14.108354923189482,62.029100154839114,0.0,0.0,0.26582278481012656,2,0.5063291139240507,0.759493670886076,5,0.7341772151898734,0.0,0,0.3772151898734178,14,0.0,0.0
125.21683611048981,56.908245074563546,119.56303140267596,33.11101061105518,265.83462776454184,0.06060606060606061,2,0.0,0.0,0.06329113924050633,33,39,0.15065600419572864,4.971648138459045,27.760132184859753,113.86306544685897,0.0,0.0,0.0,0,0.37341772151898733,1.2658227848101267,5,0.7215189873417721,0.0,0,0.3848101265822784,15,0.0,0.0
188.38456578374874,101.53443913348589,175.96008483309453,21.46999840900105,451.72516808717427,0.17142857142857143,6,25.68491647259998,0.03210614559074997,0.0759493670886076,35,46,3.0982317759156346,34.141676879065415,80.92081210335287,207.44597750516198,0.7338547563599994,13.990730841717095,0.13924050632911392,2,0.5,4.10126582278481,13,0.8481012658227848,0.0379746835443038,1,0.4329113924050633,16,4.280819412099997,13.990730841717095
120.28226717107823,57.694687948353476,128.7210931532735,19.77270128653481,225.17538712437613,0.0625,2,2.3098740187078874,0.002887342523384859,0.0,32,37,0.7534939610684717,24.111806754191093,32.010044342390145,143.03989670907777,0.07218356308462148,2.3098740187078874,0.02531645569620253,1,0.3860759493670886,1.2025316455696202,6,0.759493670886076,0.0,0,0.27594936708860757,17,1.1549370093539437,2.3098740187078874
118.18549481387907,52.57678278559369,107.75431402593082,30.842788315465555,235.4427634957098,0.03333333333333333,1,8.356451753068,0.010445564691335,0.0,30,40,0.17057888045484665,2.8954820961921115,32.51605894803938,85.16781653366911,0.27854839176893337,8.356451753068,0.0,0,0.3291139240506329,1.240506329113924,5,0.6835443037974683,0.0,0,0.2050632911392405,18,8.356451753068,8.356451753068
101.1351181881602,78.52116680530995,87.0328967367342,20.111952263509693,329.6207293399186,0.0,0,0.0,0.0,0.0,26,41,1.6628740154691024,22.12044349821872,4.867777514096248,30.562734705728303,0.0,0.0,0.05063291139240506,2,0.38924050632911394,0.5316455696202531,5,0.5189873417721519,0.0,0,0.26329113924050623,19,,
