mean_throughput_time,std_throughput_time,median_throughput_time,min_throughput_time,max_throughput_time,blocking_probability,num_blocking_events,theatre_blocked_time,theatre_blocked_fraction,num_patients_completed,num_patients_arrived,mean_wait_prep,max_wait_prep,mean_wait_operation,max_wait_operation,mean_wait_recovery,max_wait_recovery,mean_prep_queue,max_prep_queue,mean_prep_utilization,mean_theatre_queue,max_theatre_queue,mean_theatre_utilization,mean_recovery_queue,max_recovery_queue,mean_recovery_utilization,mean_blocking_duration,max_blocking_duration,replication_id
161.66970478043194,60.72233716552522,162.36370565300814,42.044742824462446,284.3792235674837,0.23333333333333334,7,2.722395260964049,0.0028358283968375514,30,55,2.8610576451535055,21.6943775585371,60.011548692157064,157.71256296759339,0.09074650869880165,2.722395260964049,0.2,2,0.39999999999999997,2.8666666666666667,9,0.8,0.0,0,0.3777777777777777,0.38891360870914987,2.722395260964049,0
158.25179661401157,81.19925439760684,135.93395613505425,52.97457980310651,348.2234526007102,0.5,19,90.68237763010347,0.09446081003135778,38,60,2.845587726883426,37.46261653951353,50.61630130105248,215.7736893003277,2.3863783586869336,29.890938303783173,0.06666666666666667,1,0.6,1.3333333333333333,4,0.6666666666666666,0.0,0,0.6888888888888888,4.772756717373867,29.890938303783173,1
128.1521855965248,69.34507473704349,107.8475328676875,32.748342310768294,302.9591712136937,0.41025641025641024,16,66.49807331718091,0.06926882637206346,39,58,4.996185597885607,35.402284558889846,33.008456420211736,129.65344244938626,1.1889902913188588,15.699832381735405,0.26666666666666666,2,0.42222222222222217,1.3333333333333333,4,0.6666666666666666,0.0,0,0.4222222222222222,2.8981638350897185,15.699832381735405,2
117.56586048659496,49.61255151638161,107.81049214268768,50.612719720941186,252.6752283100966,0.2,6,12.878918995496406,0.013415540620308756,30,53,7.430506803727112,70.5232340547152,14.269157826199127,61.72201977125496,0.03865389540585511,1.1596168621756533,0.13333333333333333,1,0.4888888888888889,0.2,1,0.6666666666666666,0.0,0,0.4,0.19326947702927555,1.1596168621756533,3
278.22889485230144,132.60902755108953,286.9159715694529,23.32807817292121,519.0884072736319,0.2647058823529412,9,58.672556871486904,0.06111724674113219,34,66,72.9550095256394,179.47853193973117,100.14286403343489,242.20102778447676,0.167292815556092,3.3962365833867807,2.933333333333333,10,0.7777777777777776,5.8,14,0.9333333333333333,0.06666666666666667,1,0.44444444444444436,0.6319950809896808,3.3962365833867807,4
196.95500483922393,85.40172375569696,193.10249403723492,82.95541034543783,408.71457531047844,0.4444444444444444,16,175.3819141076882,0.1826894938621752,36,57,4.875877780281381,52.00317223917631,80.70085192498672,193.2656786537267,4.624451969020764,63.83368548303213,0.13333333333333333,1,0.5333333333333333,3.1333333333333333,8,0.9333333333333333,0.13333333333333333,1,0.5111111111111111,10.405016930296718,63.83368548303213,5
196.04675067155233,79.23897505985333,186.88424114292803,25.439279012437623,391.4971974004004,0.5,18,75.67189522522983,0.0788248908596144,36,61,4.869456888593823,24.59219384485118,83.07055893553222,185.54902582624663,2.1019970895897178,23.1723661110467,0.0,0,0.5333333333333333,4.333333333333333,7,1.0,0.13333333333333333,1,0.5555555555555555,4.2039941791794355,23.1723661110467,6
155.72533455630364,64.24920422411195,149.82851778950078,62.33818913647406,302.71966331683336,0.6,24,71.58473803124195,0.07456743544921036,40,64,9.574126802284791,81.48520414067423,37.69261605582345,95.05557256060206,1.181502510425392,19.12628768051991,0.5333333333333333,3,0.5555555555555555,1.5333333333333334,5,0.9333333333333333,0.06666666666666667,1,0.6,1.9691708507089867,19.12628768051991,7
123.81757484489682,58.180038837040186,112.01746995502981,39.13787178974394,254.50045194866797,0.525,21,122.88513582931705,0.12800534982220527,40,56,1.9276633286972626,25.71078781989945,23.97706505144643,83.77931517315949,3.072128395732926,30.661870010547318,0.06666666666666667,1,0.3777777777777777,1.2,4,0.8,0.2,1,0.5999999999999999,5.851673134729383,30.661870010547318,8
131.3680853964134,72.05818563487676,120.75353033782466,22.54523741360913,332.8394397134598,0.4444444444444444,12,26.10143792153235,0.02718899783492953,27,41,1.2859593502315751,34.72090245625253,20.747684300488597,104.44566306272179,0.9667199230197168,22.994116639040158,0.0,0,0.39999999999999997,0.4666666666666667,3,0.4,0.0,0,0.5333333333333333,2.1751198267943628,22.994116639040158,9
180.57167566676995,69.40205899692546,183.5557035952752,18.02591193616115,342.652654394283,0.5384615384615384,21,54.71758929689315,0.05699748885093037,39,52,13.459854649214776,80.40714296034889,62.28658473334355,159.9699108299019,1.4030151101767474,24.127417326884597,0.4666666666666667,4,0.5777777777777778,3.2,6,0.9333333333333333,0.06666666666666667,1,0.5999999999999999,2.6055994903282453,24.127417326884597,10
159.93283914461247,53.95218682254947,156.5011099371236,42.01054161866068,297.79008515763894,0.3953488372093023,17,51.71982292234088,0.05387481554410509,43,62,6.886334173635027,64.95004092746615,67.04099859276259,151.18865101006764,1.202786579589323,26.68264229173974,0.3333333333333333,4,0.6222222222222221,2.8666666666666667,7,0.8666666666666667,0.06666666666666667,1,0.4888888888888889,3.042342524843581,26.68264229173974,11
146.09837293291417,93.05923032699144,125.1706630832897,25.668619758242926,421.9448594451129,0.5333333333333333,24,169.57387706752604,0.17663945527867295,45,61,12.92800723741058,108.33600945579968,34.042737687532586,97.26795534650353,3.6518581807966988,58.177051248410976,0.2,2,0.5555555555555556,1.8666666666666667,6,0.8666666666666667,0.06666666666666667,1,0.4444444444444444,6.847234088993811,58.177051248410976,12
354.2388758415957,71.81481362441343,360.66017164485027,234.3674479237577,547.5799383756436,0.5,16,178.0767118787702,0.18549657487371896,32,55,7.470422024876699,93.95649567000464,231.1563457753922,346.5931890237828,4.699839906095971,46.83629480859065,0.26666666666666666,3,0.3777777777777777,7.333333333333333,11,1.0,0.26666666666666666,1,0.6,9.399679812191941,46.83629480859065,13
142.80674371237117,82.0213009024913,134.20406102798654,44.65750197096668,369.47718275722093,0.6216216216216216,23,202.67914465055458,0.21112410901099435,37,57,25.0714362851263,99.50180780778646,14.459271606232647,55.11352285467785,4.581643398566343,57.19234379732268,1.0666666666666667,5,0.6222222222222221,0.5333333333333333,2,0.8,0.13333333333333333,1,0.5333333333333333,7.370469815084987,57.19234379732268,14
129.1922727888313,61.32938262054041,131.69304313733636,23.457222292939377,286.9513716160857,0.45,18,143.1818251629681,0.14914773454475844,40,54,2.630178999122728,21.098093685197,35.09489462528092,99.25974008444268,3.262812900993859,36.57945092281125,0.0,0,0.31111111111111106,1.4,5,0.7333333333333333,0.13333333333333333,1,0.4666666666666667,7.250695335541909,36.57945092281125,15
